phantom_id,cell,t_switch,t_next,old_cluster_id,new_cluster_id,cluster_size,members,why_phantom,old_label_int,new_label_int,label
PHT_00629,ABprpppppp,117,118,1,0,4,ABalappa|ABaraaaapp|ABplpaaa|ABprpppppp,set(old_members)==set(new_members),1,0,0
PHT_00630,ABaraaaapp,117,118,1,0,4,ABalappa|ABaraaaapp|ABplpaaa|ABprpppppp,set(old_members)==set(new_members),1,0,0
PHT_00631,ABalppap,118,119,66,2,3,ABalppap|Cappap|MSapaaap,set(old_members)==set(new_members),66,2,0
PHT_00632,ABalpppa,118,119,2,3,3,ABalpppa|ABarppppp|ABplpppppa,set(old_members)==set(new_members),2,3,0
PHT_00633,ABprapaa,118,119,15,12,3,ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,12,0
PHT_00634,ABprpppp,118,119,52,36,4,ABalapapa|ABaraaapaa|ABprpppp|MSaaaaaa,set(old_members)==set(new_members),52,36,0
PHT_00635,ABalaapap,118,119,36,34,5,ABalaapap|ABalppaapp|ABalppapaa|ABalpppaap|ABarapaaa,set(old_members)==set(new_members),36,34,0
PHT_00636,ABalapapa,118,119,52,36,4,ABalapapa|ABaraaapaa|ABprpppp|MSaaaaaa,set(old_members)==set(new_members),52,36,0
PHT_00637,ABarapaaa,118,119,36,34,5,ABalaapap|ABalppaapp|ABalppapaa|ABalpppaap|ABarapaaa,set(old_members)==set(new_members),36,34,0
PHT_00638,ABarppppp,118,119,2,3,3,ABalpppa|ABarppppp|ABplpppppa,set(old_members)==set(new_members),2,3,0
PHT_00639,ABplpaapp,118,119,48,47,3,ABplpaapp|ABpraaappa|ABpraapapa,set(old_members)==set(new_members),48,47,0
PHT_00640,ABprappaa,118,119,50,52,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),50,52,0
PHT_00641,ABprpaapp,118,119,54,60,4,ABplaapppp|ABplppapap|ABprpaapp|ABprppaaa,set(old_members)==set(new_members),54,60,0
PHT_00642,ABprppaaa,118,119,54,60,4,ABplaapppp|ABplppapap|ABprpaapp|ABprppaaa,set(old_members)==set(new_members),54,60,0
PHT_00643,ABalppaapp,118,119,36,34,5,ABalaapap|ABalppaapp|ABalppapaa|ABalpppaap|ABarapaaa,set(old_members)==set(new_members),36,34,0
PHT_00644,ABalppapaa,118,119,36,34,5,ABalaapap|ABalppaapp|ABalppapaa|ABalpppaap|ABarapaaa,set(old_members)==set(new_members),36,34,0
PHT_00645,ABalpppaap,118,119,36,34,5,ABalaapap|ABalppaapp|ABalppapaa|ABalpppaap|ABarapaaa,set(old_members)==set(new_members),36,34,0
PHT_00646,ABaraaapaa,118,119,52,36,4,ABalapapa|ABaraaapaa|ABprpppp|MSaaaaaa,set(old_members)==set(new_members),52,36,0
PHT_00647,ABarppapaa,118,119,50,52,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),50,52,0
PHT_00648,ABplaapppp,118,119,54,60,4,ABplaapppp|ABplppapap|ABprpaapp|ABprppaaa,set(old_members)==set(new_members),54,60,0
PHT_00649,ABplappaap,118,119,50,52,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),50,52,0
PHT_00650,ABplppapap,118,119,54,60,4,ABplaapppp|ABplppapap|ABprpaapp|ABprppaaa,set(old_members)==set(new_members),54,60,0
PHT_00651,ABplppappp,118,119,50,52,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),50,52,0
PHT_00652,ABplpppppa,118,119,2,3,3,ABalpppa|ABarppppp|ABplpppppa,set(old_members)==set(new_members),2,3,0
PHT_00653,ABpraaappa,118,119,48,47,3,ABplpaapp|ABpraaappa|ABpraapapa,set(old_members)==set(new_members),48,47,0
PHT_00654,ABpraapapa,118,119,48,47,3,ABplpaapp|ABpraaappa|ABpraapapa,set(old_members)==set(new_members),48,47,0
PHT_00655,ABprpaaapp,118,119,15,12,3,ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,12,0
PHT_00656,ABprpaappa,118,119,15,12,3,ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,12,0
PHT_00657,MSaaaaaa,118,119,52,36,4,ABalapapa|ABaraaapaa|ABprpppp|MSaaaaaa,set(old_members)==set(new_members),52,36,0
PHT_00658,Caaapp,118,119,64,69,3,Caaapp|Caappv|Cpapaa,set(old_members)==set(new_members),64,69,0
PHT_00659,Caappv,118,119,64,69,3,Caaapp|Caappv|Cpapaa,set(old_members)==set(new_members),64,69,0
PHT_00660,Cappap,118,119,66,2,3,ABalppap|Cappap|MSapaaap,set(old_members)==set(new_members),66,2,0
PHT_00661,Cpapaa,118,119,64,69,3,Caaapp|Caappv|Cpapaa,set(old_members)==set(new_members),64,69,0
PHT_00662,MSapaaap,118,119,66,2,3,ABalppap|Cappap|MSapaaap,set(old_members)==set(new_members),66,2,0
PHT_00663,Cpapp,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00664,Cpppp,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00665,ABalppaap,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00666,ABalpppaa,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00667,ABplpaapp,119,120,47,42,3,ABplpaapp|ABpraaappa|ABpraapapa,set(old_members)==set(new_members),47,42,0
PHT_00668,ABpraaapa,119,120,50,51,5,ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap|ABpraaapa,set(old_members)==set(new_members),50,51,0
PHT_00669,ABprappaa,119,120,52,49,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),52,49,0
PHT_00670,ABalapppaa,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00671,ABalppappa,119,120,50,51,5,ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap|ABpraaapa,set(old_members)==set(new_members),50,51,0
PHT_00672,ABalpppppa,119,120,50,51,5,ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap|ABpraaapa,set(old_members)==set(new_members),50,51,0
PHT_00673,ABaraaaaap,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00674,ABarpaaaaa,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00675,ABarppapaa,119,120,52,49,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),52,49,0
PHT_00676,ABplaapapa,119,120,50,51,5,ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap|ABpraaapa,set(old_members)==set(new_members),50,51,0
PHT_00677,ABplappaap,119,120,52,49,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),52,49,0
PHT_00678,ABplpaaaap,119,120,50,51,5,ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap|ABpraaapa,set(old_members)==set(new_members),50,51,0
PHT_00679,ABplppappp,119,120,52,49,4,ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),52,49,0
PHT_00680,ABpraaappa,119,120,47,42,3,ABplpaapp|ABpraaappa|ABpraapapa,set(old_members)==set(new_members),47,42,0
PHT_00681,ABpraapapa,119,120,47,42,3,ABplpaapp|ABpraaappa|ABpraapapa,set(old_members)==set(new_members),47,42,0
PHT_00682,MSpaaaaa,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00683,Cpapap,119,120,71,65,3,ABalappaaa|Cpapap|Cpappd,set(old_members)==set(new_members),71,65,0
PHT_00684,Cpappd,119,120,71,65,3,ABalappaaa|Cpapap|Cpappd,set(old_members)==set(new_members),71,65,0
PHT_00685,ABalappaaa,119,120,71,65,3,ABalappaaa|Cpapap|Cpappd,set(old_members)==set(new_members),71,65,0
PHT_00686,Cppppp,119,120,32,31,9,ABalapppaa|ABalppaap|ABalpppaa|ABaraaaaap|ABarpaaaaa|Cpapp|Cpppp|Cppppp|MSpaaaaa,set(old_members)==set(new_members),32,31,0
PHT_00687,ABpraaaa,120,121,10,14,3,ABarpppapp|ABpraaaa|Cappa,set(old_members)==set(new_members),10,14,0
PHT_00688,ABprapaa,120,121,12,15,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),12,15,0
PHT_00689,Cpaaa,120,121,28,35,3,ABprpaaapa|ABprpaapap|Cpaaa,set(old_members)==set(new_members),28,35,0
PHT_00690,ABarpappa,120,121,39,67,3,ABarpappa|ABplpapaaa|MSapppa,set(old_members)==set(new_members),39,67,0
PHT_00691,ABprppaaa,120,121,57,48,3,ABplaapppp|ABplppapap|ABprppaaa,set(old_members)==set(new_members),57,48,0
PHT_00692,MSaaapa,120,121,52,55,3,ABalpaaaap|ABaraapapa|MSaaapa,set(old_members)==set(new_members),52,55,0
PHT_00693,MSpapaa,120,121,62,64,3,ABalpapppp|MSaapapa|MSpapaa,set(old_members)==set(new_members),62,64,0
PHT_00694,Cappa,120,121,10,14,3,ABarpppapp|ABpraaaa|Cappa,set(old_members)==set(new_members),10,14,0
PHT_00695,ABalpaaaap,120,121,52,55,3,ABalpaaaap|ABaraapapa|MSaaapa,set(old_members)==set(new_members),52,55,0
PHT_00696,ABalpapppp,120,121,62,64,3,ABalpapppp|MSaapapa|MSpapaa,set(old_members)==set(new_members),62,64,0
PHT_00697,ABaraapapa,120,121,52,55,3,ABalpaaaap|ABaraapapa|MSaaapa,set(old_members)==set(new_members),52,55,0
PHT_00698,ABarpppapp,120,121,10,14,3,ABarpppapp|ABpraaaa|Cappa,set(old_members)==set(new_members),10,14,0
PHT_00699,ABplaapppp,120,121,57,48,3,ABplaapppp|ABplppapap|ABprppaaa,set(old_members)==set(new_members),57,48,0
PHT_00700,ABplpapaaa,120,121,39,67,3,ABarpappa|ABplpapaaa|MSapppa,set(old_members)==set(new_members),39,67,0
PHT_00701,ABplppapap,120,121,57,48,3,ABplaapppp|ABplppapap|ABprppaaa,set(old_members)==set(new_members),57,48,0
PHT_00702,ABpraappaa,120,121,12,15,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),12,15,0
PHT_00703,ABpraappap,120,121,60,62,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),60,62,0
PHT_00704,ABprpaaapa,120,121,28,35,3,ABprpaaapa|ABprpaapap|Cpaaa,set(old_members)==set(new_members),28,35,0
PHT_00705,ABprpaaapp,120,121,12,15,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),12,15,0
PHT_00706,ABprpaapap,120,121,28,35,3,ABprpaaapa|ABprpaapap|Cpaaa,set(old_members)==set(new_members),28,35,0
PHT_00707,ABprpaappa,120,121,12,15,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),12,15,0
PHT_00708,ABprpaappp,120,121,60,62,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),60,62,0
PHT_00709,ABprppaaap,120,121,60,62,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),60,62,0
PHT_00710,MSaapapa,120,121,62,64,3,ABalpapppp|MSaapapa|MSpapaa,set(old_members)==set(new_members),62,64,0
PHT_00711,MSapppa,120,121,39,67,3,ABarpappa|ABplpapaaa|MSapppa,set(old_members)==set(new_members),39,67,0
PHT_00712,ABalappp,121,122,2,1,3,ABalappp|ABprpapppp|Eprap,set(old_members)==set(new_members),2,1,0
PHT_00713,ABalpappp,121,122,4,2,5,ABalpappp|ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),4,2,0
PHT_00714,ABprapaa,121,122,15,61,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,61,0
PHT_00715,ABprapapp,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00716,ABprappa,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00717,Cpaap,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00718,ABalaapap,121,122,39,34,3,ABalaapap|ABalppaapp|ABalpppaap,set(old_members)==set(new_members),39,34,0
PHT_00719,ABalaappa,121,122,40,35,3,ABalaappa|ABalppaapa|ABalpppaaa,set(old_members)==set(new_members),40,35,0
PHT_00720,ABplpaapa,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00721,ABprappaa,121,122,4,2,5,ABalpappp|ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),4,2,0
PHT_00722,ABprppaaa,121,122,48,55,3,ABplaapppp|ABplppapap|ABprppaaa,set(old_members)==set(new_members),48,55,0
PHT_00723,ABalaapapp,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00724,ABalppaapa,121,122,40,35,3,ABalaappa|ABalppaapa|ABalpppaaa,set(old_members)==set(new_members),40,35,0
PHT_00725,ABalppaapp,121,122,39,34,3,ABalaapap|ABalppaapp|ABalpppaap,set(old_members)==set(new_members),39,34,0
PHT_00726,ABalpppaaa,121,122,40,35,3,ABalaappa|ABalppaapa|ABalpppaaa,set(old_members)==set(new_members),40,35,0
PHT_00727,ABalpppaap,121,122,39,34,3,ABalaapap|ABalppaapp|ABalpppaap,set(old_members)==set(new_members),39,34,0
PHT_00728,ABarppapaa,121,122,4,2,5,ABalpappp|ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),4,2,0
PHT_00729,ABplaapppp,121,122,48,55,3,ABplaapppp|ABplppapap|ABprppaaa,set(old_members)==set(new_members),48,55,0
PHT_00730,ABplappaap,121,122,4,2,5,ABalpappp|ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),4,2,0
PHT_00731,ABplppapap,121,122,48,55,3,ABplaapppp|ABplppapap|ABprppaaa,set(old_members)==set(new_members),48,55,0
PHT_00732,ABplppappp,121,122,4,2,5,ABalpappp|ABarppapaa|ABplappaap|ABplppappp|ABprappaa,set(old_members)==set(new_members),4,2,0
PHT_00733,ABpraaapaa,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00734,ABpraappaa,121,122,15,61,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,61,0
PHT_00735,ABpraappap,121,122,62,59,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),62,59,0
PHT_00736,ABprpaaapp,121,122,15,61,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,61,0
PHT_00737,ABprpaappa,121,122,15,61,4,ABpraappaa|ABprapaa|ABprpaaapp|ABprpaappa,set(old_members)==set(new_members),15,61,0
PHT_00738,ABprpaappp,121,122,62,59,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),62,59,0
PHT_00739,ABprpapppp,121,122,2,1,3,ABalappp|ABprpapppp|Eprap,set(old_members)==set(new_members),2,1,0
PHT_00740,ABprppaaap,121,122,62,59,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),62,59,0
PHT_00741,MSppapaa,121,122,17,16,7,ABalaapapp|ABplpaapa|ABpraaapaa|ABprapapp|ABprappa|Cpaap|MSppapaa,set(old_members)==set(new_members),17,16,0
PHT_00742,Eprap,121,122,2,1,3,ABalappp|ABprpapppp|Eprap,set(old_members)==set(new_members),2,1,0
PHT_00743,ABalaaapa,122,123,65,0,5,ABalaaapa|ABalapaaa|ABalappaaa|Cpaapp|Cpappv,set(old_members)==set(new_members),65,0,0
PHT_00744,ABalapaaa,122,123,65,0,5,ABalaaapa|ABalapaaa|ABalappaaa|Cpaapp|Cpappv,set(old_members)==set(new_members),65,0,0
PHT_00745,ABaraaaap,122,123,38,48,6,ABalaaaalp|ABalapaapp|ABalpaappa|ABaraaaap|ABplaapaaa|MSapaaaa,set(old_members)==set(new_members),38,48,0
PHT_00746,ABplppapp,122,123,43,51,4,ABarpppaap|ABplppapp|ABplppppa|Dppa,set(old_members)==set(new_members),43,51,0
PHT_00747,ABplppppa,122,123,43,51,4,ABarpppaap|ABplppapp|ABplppppa|Dppa,set(old_members)==set(new_members),43,51,0
PHT_00748,ABalaaaalp,122,123,38,48,6,ABalaaaalp|ABalapaapp|ABalpaappa|ABaraaaap|ABplaapaaa|MSapaaaa,set(old_members)==set(new_members),38,48,0
PHT_00749,ABalapaapp,122,123,38,48,6,ABalaaaalp|ABalapaapp|ABalpaappa|ABaraaaap|ABplaapaaa|MSapaaaa,set(old_members)==set(new_members),38,48,0
PHT_00750,ABalpaappa,122,123,38,48,6,ABalaaaalp|ABalapaapp|ABalpaappa|ABaraaaap|ABplaapaaa|MSapaaaa,set(old_members)==set(new_members),38,48,0
PHT_00751,ABarpppaap,122,123,43,51,4,ABarpppaap|ABplppapp|ABplppppa|Dppa,set(old_members)==set(new_members),43,51,0
PHT_00752,ABplaapaaa,122,123,38,48,6,ABalaaaalp|ABalapaapp|ABalpaappa|ABaraaaap|ABplaapaaa|MSapaaaa,set(old_members)==set(new_members),38,48,0
PHT_00753,ABpraappap,122,123,59,64,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),59,64,0
PHT_00754,ABprpaappp,122,123,59,64,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),59,64,0
PHT_00755,ABprppaaap,122,123,59,64,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),59,64,0
PHT_00756,MSapaaaa,122,123,38,48,6,ABalaaaalp|ABalapaapp|ABalpaappa|ABaraaaap|ABplaapaaa|MSapaaaa,set(old_members)==set(new_members),38,48,0
PHT_00757,Cpaapp,122,123,65,0,5,ABalaaapa|ABalapaaa|ABalappaaa|Cpaapp|Cpappv,set(old_members)==set(new_members),65,0,0
PHT_00758,Cpappv,122,123,65,0,5,ABalaaapa|ABalapaaa|ABalappaaa|Cpaapp|Cpappv,set(old_members)==set(new_members),65,0,0
PHT_00759,Dppa,122,123,43,51,4,ABarpppaap|ABplppapp|ABplppppa|Dppa,set(old_members)==set(new_members),43,51,0
PHT_00760,ABalappaaa,122,123,65,0,5,ABalaaapa|ABalapaaa|ABalappaaa|Cpaapp|Cpappv,set(old_members)==set(new_members),65,0,0
PHT_00761,ABalaapap,123,124,1,2,5,ABalaapap|ABalpapaa|ABaraapaa|ABplapapap|ABplapappa,set(old_members)==set(new_members),1,2,0
PHT_00762,ABalpaapp,123,124,2,3,4,ABalpaapp|ABplapppap|ABprapppp|Capppa,set(old_members)==set(new_members),2,3,0
PHT_00763,ABalpapaa,123,124,1,2,5,ABalaapap|ABalpapaa|ABaraapaa|ABplapapap|ABplapappa,set(old_members)==set(new_members),1,2,0
PHT_00764,ABaraapaa,123,124,1,2,5,ABalaapap|ABalpapaa|ABaraapaa|ABplapapap|ABplapappa,set(old_members)==set(new_members),1,2,0
PHT_00765,ABarapapa,123,124,9,8,4,ABarapapa|Caaaaa|MSapaa|MSapaapp,set(old_members)==set(new_members),9,8,0
PHT_00766,ABarapppp,123,124,11,73,3,ABarapppp|Ealap|MSppap,set(old_members)==set(new_members),11,73,0
PHT_00767,ABarpaaa,123,124,50,10,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),50,10,0
PHT_00768,MSapaa,123,124,9,8,4,ABarapapa|Caaaaa|MSapaa|MSapaapp,set(old_members)==set(new_members),9,8,0
PHT_00769,MSppap,123,124,11,73,3,ABarapppp|Ealap|MSppap,set(old_members)==set(new_members),11,73,0
PHT_00770,ABplapppp,123,124,50,10,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),50,10,0
PHT_00771,ABpraapaa,123,124,61,65,3,ABplpaaapa|ABplpaapap|ABpraapaa,set(old_members)==set(new_members),61,65,0
PHT_00772,ABprapppp,123,124,2,3,4,ABalpaapp|ABplapppap|ABprapppp|Capppa,set(old_members)==set(new_members),2,3,0
PHT_00773,ABalaappap,123,124,56,57,3,ABalaappap|ABalaapppp|ABpraapaaa,set(old_members)==set(new_members),56,57,0
PHT_00774,ABalaapppp,123,124,56,57,3,ABalaappap|ABalaapppp|ABpraapaaa,set(old_members)==set(new_members),56,57,0
PHT_00775,ABplapapap,123,124,1,2,5,ABalaapap|ABalpapaa|ABaraapaa|ABplapapap|ABplapappa,set(old_members)==set(new_members),1,2,0
PHT_00776,ABplapappa,123,124,1,2,5,ABalaapap|ABalpapaa|ABaraapaa|ABplapapap|ABplapappa,set(old_members)==set(new_members),1,2,0
PHT_00777,ABplapppap,123,124,2,3,4,ABalpaapp|ABplapppap|ABprapppp|Capppa,set(old_members)==set(new_members),2,3,0
PHT_00778,ABplpaaapa,123,124,61,65,3,ABplpaaapa|ABplpaapap|ABpraapaa,set(old_members)==set(new_members),61,65,0
PHT_00779,ABplpaapap,123,124,61,65,3,ABplpaaapa|ABplpaapap|ABpraapaa,set(old_members)==set(new_members),61,65,0
PHT_00780,ABpraapaaa,123,124,56,57,3,ABalaappap|ABalaapppp|ABpraapaaa,set(old_members)==set(new_members),56,57,0
PHT_00781,ABpraappap,123,124,64,67,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),64,67,0
PHT_00782,ABprappaaa,123,124,50,10,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),50,10,0
PHT_00783,ABprappapa,123,124,50,10,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),50,10,0
PHT_00784,ABprpaappp,123,124,64,67,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),64,67,0
PHT_00785,ABprppaaap,123,124,64,67,3,ABpraappap|ABprpaappp|ABprppaaap,set(old_members)==set(new_members),64,67,0
PHT_00786,Ealap,123,124,11,73,3,ABarapppp|Ealap|MSppap,set(old_members)==set(new_members),11,73,0
PHT_00787,Caaaaa,123,124,9,8,4,ABarapapa|Caaaaa|MSapaa|MSapaapp,set(old_members)==set(new_members),9,8,0
PHT_00788,Capppa,123,124,2,3,4,ABalpaapp|ABplapppap|ABprapppp|Capppa,set(old_members)==set(new_members),2,3,0
PHT_00789,MSapaapp,123,124,9,8,4,ABarapapa|Caaaaa|MSapaa|MSapaapp,set(old_members)==set(new_members),9,8,0
PHT_00790,ABarpaaa,124,125,10,55,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),10,55,0
PHT_00791,ABplaaaa,124,125,16,70,3,ABplaaaa|ABprpppapa|Cppppa,set(old_members)==set(new_members),16,70,0
PHT_00792,ABplpppa,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
PHT_00793,ABplpppp,124,125,23,59,3,ABalapappp|ABplpppp|MSpaapa,set(old_members)==set(new_members),23,59,0
PHT_00794,MSaaaap,124,125,33,57,3,ABplpppaap|ABprppapp|MSaaaap,set(old_members)==set(new_members),33,57,0
PHT_00795,MSappp,124,125,71,33,3,ABalpapppp|MSaapapa|MSappp,set(old_members)==set(new_members),71,33,0
PHT_00796,ABalappap,124,125,56,50,4,ABalaaaalp|ABalapaapa|ABalappap|MSapaaaa,set(old_members)==set(new_members),56,50,0
PHT_00797,ABplapppp,124,125,10,55,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),10,55,0
PHT_00798,ABprppapp,124,125,33,57,3,ABplpppaap|ABprppapp|MSaaaap,set(old_members)==set(new_members),33,57,0
PHT_00799,MSaaapp,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
PHT_00800,MSpaapa,124,125,23,59,3,ABalapappp|ABplpppp|MSpaapa,set(old_members)==set(new_members),23,59,0
PHT_00801,ABalaaaalp,124,125,56,50,4,ABalaaaalp|ABalapaapa|ABalappap|MSapaaaa,set(old_members)==set(new_members),56,50,0
PHT_00802,ABalapaapa,124,125,56,50,4,ABalaaaalp|ABalapaapa|ABalappap|MSapaaaa,set(old_members)==set(new_members),56,50,0
PHT_00803,ABalapappp,124,125,23,59,3,ABalapappp|ABplpppp|MSpaapa,set(old_members)==set(new_members),23,59,0
PHT_00804,ABalpappap,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
PHT_00805,ABalpapppa,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
PHT_00806,ABalpapppp,124,125,71,33,3,ABalpapppp|MSaapapa|MSappp,set(old_members)==set(new_members),71,33,0
PHT_00807,ABaraapapp,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
PHT_00808,ABplaaaapa,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
PHT_00809,ABplpppaap,124,125,33,57,3,ABplpppaap|ABprppapp|MSaaaap,set(old_members)==set(new_members),33,57,0
PHT_00810,ABprappaaa,124,125,10,55,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),10,55,0
PHT_00811,ABprappapa,124,125,10,55,4,ABarpaaa|ABplapppp|ABprappaaa|ABprappapa,set(old_members)==set(new_members),10,55,0
PHT_00812,ABprpppapa,124,125,16,70,3,ABplaaaa|ABprpppapa|Cppppa,set(old_members)==set(new_members),16,70,0
PHT_00813,MSaapaaa,124,125,22,20,7,ABalpappap|ABalpapppa|ABaraapapp|ABplaaaapa|ABplpppa|MSaaapp|MSaapaaa,set(old_members)==set(new_members),22,20,0
