event_id,cell,t_switch,t_next,old_cluster_id,new_cluster_id,old_cluster_size,new_cluster_size,old_cluster_members,new_cluster_members,label
EVT_00077,ABprppa,75,76,6,2,3,3,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABaraaap|ABprppa,1
EVT_00078,ABalaapa,75,76,6,2,3,3,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABaraaap|ABprppa,1
EVT_00079,ABaraaap,75,76,6,2,3,3,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABaraaap|ABprppa,1
EVT_00080,ABprappa,75,76,0,6,3,4,ABaraaapa|ABarpaa|ABprappa,ABaraaapa|ABarpaa|ABplapa|ABprappa,1
EVT_00081,Earp,75,76,7,10,3,3,ABaraappp|ABarpppa|Earp,ABarpaapp|Caap|Earp,1
EVT_00082,ABaraaapa,75,76,0,6,3,4,ABaraaapa|ABarpaa|ABprappa,ABaraaapa|ABarpaa|ABplapa|ABprappa,1
EVT_00083,ABarpaa,76,77,6,1,4,3,ABaraaapa|ABarpaa|ABplapa|ABprappa,ABaraaapa|ABarpaa|ABprappa,1
EVT_00084,ABprapa,76,77,12,2,3,4,ABpraaap|ABpraapap|ABprapa,ABpraaap|ABpraapap|ABprapa|ABprpapaa,1
EVT_00085,Eal,76,77,3,5,3,3,ABarppaa|Eal|MSapap,ABarppaa|Eal|MSapap,1
EVT_00086,ABarppaa,76,77,3,5,3,3,ABarppaa|Eal|MSapap,ABarppaa|Eal|MSapap,1
EVT_00087,ABpraaap,76,77,12,2,3,4,ABpraaap|ABpraapap|ABprapa,ABpraaap|ABpraapap|ABprapa|ABprpapaa,1
EVT_00088,ABprappa,76,77,6,1,4,3,ABaraaapa|ABarpaa|ABplapa|ABprappa,ABaraaapa|ABarpaa|ABprappa,1
EVT_00089,MSapap,76,77,3,5,3,3,ABarppaa|Eal|MSapap,ABarppaa|Eal|MSapap,1
EVT_00090,MSpapp,76,77,7,14,5,3,ABalapppa|ABaraappa|ABarpaapa|Epra|MSpapp,ABalapppa|Epra|MSpapp,1
EVT_00091,Epra,76,77,7,14,5,3,ABalapppa|ABaraappa|ABarpaapa|Epra|MSpapp,ABalapppa|Epra|MSpapp,1
EVT_00092,ABalapppa,76,77,7,14,5,3,ABalapppa|ABaraappa|ABarpaapa|Epra|MSpapp,ABalapppa|Epra|MSpapp,1
EVT_00093,ABalpapap,76,77,9,16,3,3,ABalapp|ABalpapap|Cpaap,ABalpapap|ABaraaa|ABprpapp,1
EVT_00094,ABaraaapa,76,77,6,1,4,3,ABaraaapa|ABarpaa|ABplapa|ABprappa,ABaraaapa|ABarpaa|ABprappa,1
EVT_00095,ABpraapap,76,77,12,2,3,4,ABpraaap|ABpraapap|ABprapa,ABpraaap|ABpraapap|ABprapa|ABprpapaa,1
EVT_00096,ABaraaa,77,78,16,10,3,6,ABalpapap|ABaraaa|ABprpapp,ABalppapa|ABalpppaa|ABaraaa|ABprappa|ABprpapa|Dap,1
EVT_00097,ABarppa,77,78,18,0,4,4,ABarppa|ABpraaaap|ABpraaapa|ABprppaa,ABarppa|ABpraaaaa|ABpraaaap|ABpraappp,1
EVT_00098,ABprapp,77,78,3,2,4,4,ABalaapp|ABplpapa|ABprapp|Cpaa,ABalaapp|ABarpapaa|ABplpapa|ABprapp,1
EVT_00099,ABplpapa,77,78,3,2,4,4,ABalaapp|ABplpapa|ABprapp|Cpaa,ABalaapp|ABarpapaa|ABplpapa|ABprapp,1
EVT_00100,ABalaapp,77,78,3,2,4,4,ABalaapp|ABplpapa|ABprapp|Cpaa,ABalaapp|ABarpapaa|ABplpapa|ABprapp,1
EVT_00101,ABarappa,77,78,6,7,3,3,ABarappa|ABpraaaa|ABprpaapp,ABarappa|ABplappaa|ABpraaap,1
EVT_00102,ABplappp,77,78,17,8,4,5,ABplappp|ABplapppp|ABplpaaap|ABplpaapa,ABalpppp|ABarpappa|ABarpppap|ABplappp|Eara,1
EVT_00103,ABplpppp,77,78,15,9,3,3,ABplpapaa|ABplpppp|ABpraapp,ABplpppp|ABpraapap|ABprpapaa,1
EVT_00104,ABpraaap,77,78,2,7,4,3,ABpraaap|ABpraapap|ABprapa|ABprpapaa,ABarappa|ABplappaa|ABpraaap,1
EVT_00105,ABpraappp,77,78,9,0,3,4,ABaraaapp|ABpraaaaa|ABpraappp,ABarppa|ABpraaaaa|ABpraaaap|ABpraappp,1
EVT_00106,ABprappa,77,78,1,10,3,6,ABaraaapa|ABarpaa|ABprappa,ABalppapa|ABalpppaa|ABaraaa|ABprappa|ABprpapa|Dap,1
EVT_00107,ABprpapa,77,78,13,10,4,6,ABarappaa|ABarapppa|ABpraaapp|ABprpapa,ABalppapa|ABalpppaa|ABaraaa|ABprappa|ABprpapa|Dap,1
EVT_00108,ABprpapp,77,78,16,11,3,6,ABalpapap|ABaraaa|ABprpapp,ABalapapa|ABalpaaap|ABprappp|ABprpapp|Cpaap|Eprp,1
EVT_00109,ABpraaaaa,77,78,9,0,3,4,ABaraaapp|ABpraaaaa|ABpraappp,ABarppa|ABpraaaaa|ABpraaaap|ABpraappp,1
EVT_00110,ABpraaaap,77,78,18,0,4,4,ABarppa|ABpraaaap|ABpraaapa|ABprppaa,ABarppa|ABpraaaaa|ABpraaaap|ABpraappp,1
EVT_00111,ABpraapap,77,78,2,9,4,3,ABpraaap|ABpraapap|ABprapa|ABprpapaa,ABplpppp|ABpraapap|ABprpapaa,1
EVT_00112,ABprpapaa,77,78,2,9,4,3,ABpraaap|ABpraapap|ABprapa|ABprpapaa,ABplpppp|ABpraapap|ABprpapaa,1
EVT_00113,ABplappp,78,79,8,9,5,4,ABalpppp|ABarpappa|ABarpppap|ABplappp|Eara,ABarpappa|ABarpppap|ABplappp|Eara,1
EVT_00114,ABplpapa,78,79,2,10,4,3,ABalaapp|ABarpapaa|ABplpapa|ABprapp,ABarapaap|ABplpaap|ABplpapa,1
EVT_00115,ABalaapa,78,79,3,6,3,4,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABplaaaap|ABplaaap|Cappa,1
EVT_00116,ABalpapaa,78,79,6,5,4,4,ABalpapa|ABalpapaa|Cpppp|Dp,ABalpapaa|ABplaapa|Cappp|Da,1
EVT_00117,ABaraaap,78,79,3,7,3,6,ABalaapa|ABaraaap|ABprppa,ABalapap|ABaraaap|ABaraapa|ABplpaaaa|ABplpaaap|ABplpppap,1
EVT_00118,ABarpappa,78,79,8,9,5,4,ABalpppp|ABarpappa|ABarpppap|ABplappp|Eara,ABarpappa|ABarpppap|ABplappp|Eara,1
EVT_00119,Eara,78,79,8,9,5,4,ABalpppp|ABarpappa|ABarpppap|ABplappp|Eara,ABarpappa|ABarpppap|ABplappp|Eara,1
EVT_00120,ABarpapa,78,79,13,2,3,5,ABalppppp|ABarpapa|ABplaaapp,ABarpaap|ABarpapa|ABplpapap|ABplppapp|MSpap,1
EVT_00121,ABarpppap,78,79,8,9,5,4,ABalpppp|ABarpappa|ABarpppap|ABplappp|Eara,ABarpappa|ABarpppap|ABplappp|Eara,1
EVT_00122,MSpaa,79,80,1,2,3,3,ABarappp|MSappp|MSpaa,ABarappp|MSappp|MSpaa,1
EVT_00123,MSpap,79,80,2,3,5,10,ABarpaap|ABarpapa|ABplpapap|ABplppapp|MSpap,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00124,Ear,79,80,3,5,3,3,ABarpaapp|ABarppaap|Ear,ABarpaapp|ABplppp|Ear,1
EVT_00125,Cppp,79,80,4,19,3,3,ABalpappa|ABplaapp|Cppp,ABalpapap|ABalppaaa|Cppp,1
EVT_00126,ABalaapa,79,80,6,8,4,5,ABalaapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,1
EVT_00127,ABaraapp,79,80,13,3,3,10,ABalppppp|ABaraapp|ABplaaapp,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00128,ABarappp,79,80,1,2,3,3,ABarappp|MSappp|MSpaa,ABarappp|MSappp|MSpaa,1
EVT_00129,ABarpaap,79,80,2,3,5,10,ABarpaap|ABarpapa|ABplpapap|ABplppapp|MSpap,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00130,ABarpapa,79,80,2,3,5,10,ABarpaap|ABarpapa|ABplpapap|ABplppapp|MSpap,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00131,ABplaaap,79,80,6,8,4,5,ABalaapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,1
EVT_00132,ABplaapp,79,80,4,11,3,3,ABalpappa|ABplaapp|Cppp,ABalpappa|ABplaapp|ABprpap,1
EVT_00133,ABplappp,79,80,9,12,4,3,ABarpappa|ABarpppap|ABplappp|Eara,ABarpappa|ABplappp|Cap,1
EVT_00134,ABalpappa,79,80,4,11,3,3,ABalpappa|ABplaapp|Cppp,ABalpappa|ABplaapp|ABprpap,1
EVT_00135,ABalppppp,79,80,13,3,3,10,ABalppppp|ABaraapp|ABplaaapp,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00136,ABarpaapp,79,80,3,5,3,3,ABarpaapp|ABarppaap|Ear,ABarpaapp|ABplppp|Ear,1
EVT_00137,ABarpappa,79,80,9,12,4,3,ABarpappa|ABarpppap|ABplappp|Eara,ABarpappa|ABplappp|Cap,1
EVT_00138,ABplaaaap,79,80,6,8,4,5,ABalaapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,1
EVT_00139,ABplaaapp,79,80,13,3,3,10,ABalppppp|ABaraapp|ABplaaapp,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00140,ABplpapap,79,80,2,3,5,10,ABarpaap|ABarpapa|ABplpapap|ABplppapp|MSpap,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00141,ABpraaapp,79,80,11,13,3,3,ABplpppa|ABpraaapp|ABpraapaa,ABplpapp|ABplppap|ABpraaapp,1
EVT_00142,MSappp,79,80,1,2,3,3,ABarappp|MSappp|MSpaa,ABarappp|MSappp|MSpaa,1
EVT_00143,ABplppapp,79,80,2,3,5,10,ABarpaap|ABarpapa|ABplpapap|ABplppapp|MSpap,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,1
EVT_00144,Cappa,79,80,6,8,4,5,ABalaapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,1
EVT_00145,ABalapa,80,81,17,19,3,3,ABalapa|ABalapaaa|ABprppppp,ABalapa|ABprapppp|ABprppppp,1
EVT_00146,ABarppa,80,81,1,15,4,3,ABarppa|ABpraappp|ABprpappa|ABprppaap,ABarppa|ABpraappp|ABprppaap,1
EVT_00147,ABplppp,80,81,5,3,3,4,ABarpaapp|ABplppp|Ear,ABarapp|ABarpaapp|ABplppp|Ear,1
EVT_00148,MSppp,80,81,4,2,3,5,ABalappa|ABplaaapa|MSppp,ABalappa|ABalppapp|ABalpppap|ABplaaapa|MSppp,1
EVT_00149,Ear,80,81,5,3,3,4,ABarpaapp|ABplppp|Ear,ABarapp|ABarpaapp|ABplppp|Ear,1
EVT_00150,Epl,80,81,16,12,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
EVT_00151,Cppp,80,81,19,11,3,3,ABalpapap|ABalppaaa|Cppp,ABalpappa|ABplaapp|Cppp,1
EVT_00152,Dp,80,81,7,4,3,4,ABalpaap|ABalpaapa|Dp,ABalpaap|ABalpaapa|ABplaapa|Dp,1
EVT_00153,ABalaapa,80,81,8,5,5,4,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalpppaa|ABplaaaap|ABplaaap,1
EVT_00154,ABalappa,80,81,4,2,3,5,ABalappa|ABplaaapa|MSppp,ABalappa|ABalppapp|ABalpppap|ABplaaapa|MSppp,1
EVT_00155,ABalappp,80,81,9,6,3,3,ABalappp|ABarpaapa|ABarppapp,ABalappp|ABarpaapa|ABarppapp,1
EVT_00156,ABalpaap,80,81,7,4,3,4,ABalpaap|ABalpaapa|Dp,ABalpaap|ABalpaapa|ABplaapa|Dp,1
EVT_00157,ABarappa,80,81,18,7,3,3,ABarappa|ABplapaap|ABplppaap,ABarappa|ABplapaap|ABplppaap,1
EVT_00158,ABarpaap,80,81,3,8,10,3,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,ABarpaap|ABarpapa|ABplppapp,1
EVT_00159,ABarpapa,80,81,3,8,10,3,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,ABarpaap|ABarpapa|ABplppapp,1
EVT_00160,ABarpapp,80,81,10,9,3,3,ABarpapp|ABarppaa|Eal,ABarpapp|ABarppaa|MSapp,1
EVT_00161,ABarppaa,80,81,10,9,3,3,ABarpapp|ABarppaa|Eal,ABarpapp|ABarppaa|MSapp,1
EVT_00162,ABplaaap,80,81,8,5,5,4,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalpppaa|ABplaaaap|ABplaaap,1
EVT_00163,ABplpapp,80,81,13,10,3,4,ABplpapp|ABplppap|ABpraaapp,ABarappap|ABplpapp|ABplppap|ABpraaapp,1
EVT_00164,ABplppap,80,81,13,10,3,4,ABplpapp|ABplppap|ABpraaapp,ABarappap|ABplpapp|ABplppap|ABpraaapp,1
EVT_00165,ABalpaapa,80,81,7,4,3,4,ABalpaap|ABalpaapa|Dp,ABalpaap|ABalpaapa|ABplaapa|Dp,1
EVT_00166,ABalpappp,80,81,16,12,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
EVT_00167,ABalppppp,80,81,3,13,10,3,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,ABalppppp|ABplaaapp|ABplpapap,1
EVT_00168,ABarpaapa,80,81,9,6,3,3,ABalappp|ABarpaapa|ABarppapp,ABalappp|ABarpaapa|ABarppapp,1
EVT_00169,ABarpaapp,80,81,5,3,3,4,ABarpaapp|ABplppp|Ear,ABarapp|ABarpaapp|ABplppp|Ear,1
EVT_00170,ABplaaaap,80,81,8,5,5,4,ABalaapa|ABalppapa|ABplaaaap|ABplaaap|Cappa,ABalaapa|ABalpppaa|ABplaaaap|ABplaaap,1
EVT_00171,ABplaaapa,80,81,4,2,3,5,ABalappa|ABplaaapa|MSppp,ABalappa|ABalppapp|ABalpppap|ABplaaapa|MSppp,1
EVT_00172,ABplaaapp,80,81,3,13,10,3,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,ABalppppp|ABplaaapp|ABplpapap,1
EVT_00173,ABplapaap,80,81,18,7,3,3,ABarappa|ABplapaap|ABplppaap,ABarappa|ABplapaap|ABplppaap,1
EVT_00174,ABplpapap,80,81,3,13,10,3,ABalppppp|ABaraapp|ABarpaap|ABarpapa|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa|MSpap,ABalppppp|ABplaaapp|ABplpapap,1
EVT_00175,ABpraaaaa,80,81,6,14,3,3,ABpraaaaa|ABpraaapa|Cpaa,ABpraaaaa|ABpraaapa|ABprapp,1
EVT_00176,ABpraaapa,80,81,6,14,3,3,ABpraaaaa|ABpraaapa|Cpaa,ABpraaaaa|ABpraaapa|ABprapp,1
EVT_00177,ABpraaapp,80,81,13,10,3,4,ABplpapp|ABplppap|ABpraaapp,ABarappap|ABplpapp|ABplppap|ABpraaapp,1
EVT_00178,ABpraappp,80,81,1,15,4,3,ABarppa|ABpraappp|ABprpappa|ABprppaap,ABarppa|ABpraappp|ABprppaap,1
EVT_00179,ABprppppp,80,81,17,19,3,3,ABalapa|ABalapaaa|ABprppppp,ABalapa|ABprapppp|ABprppppp,1
EVT_00180,MSaaap,80,81,16,12,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
EVT_00181,ABarppapp,80,81,9,6,3,3,ABalappp|ABarpaapa|ABarppapp,ABalappp|ABarpaapa|ABarppapp,1
EVT_00182,ABplppaap,80,81,18,7,3,3,ABarappa|ABplapaap|ABplppaap,ABarappa|ABplapaap|ABplppaap,1
