event_id,cell,t_switch,t_next,old_cluster_id,new_cluster_id,old_cluster_size,new_cluster_size,old_cluster_members,new_cluster_members,label
PHA_00015,MSapaa,66,67,3,1,3,3,ABalpppp|MSapaa|MSpp,ABalpppp|MSapaa|MSpp,1
PHA_00016,ABpraap,68,69,0,2,3,3,ABalappp|ABpraap|MSpaaa,ABalappp|ABpraap|MSpaaa,1
PHA_00017,ABalappp,68,69,0,2,3,3,ABalappp|ABpraap|MSpaaa,ABalappp|ABpraap|MSpaaa,1
PHA_00018,MSpaaa,68,69,0,2,3,3,ABalappp|ABpraap|MSpaaa,ABalappp|ABpraap|MSpaaa,1
PHA_00019,Dp,70,71,2,4,3,3,ABalpaap|ABalpapa|Dp,ABalpaap|ABalpapa|Dp,1
PHA_00020,ABalpaap,70,71,2,4,3,3,ABalpaap|ABalpapa|Dp,ABalpaap|ABalpapa|Dp,1
PHA_00021,ABalpapa,70,71,2,4,3,3,ABalpaap|ABalpapa|Dp,ABalpaap|ABalpapa|Dp,1
PHA_00022,Dp,71,72,4,3,3,3,ABalpaap|ABalpapa|Dp,ABalpaap|ABalpapa|Dp,1
PHA_00023,ABalpaap,71,72,4,3,3,3,ABalpaap|ABalpapa|Dp,ABalpaap|ABalpapa|Dp,1
PHA_00024,ABalpapa,71,72,4,3,3,3,ABalpaap|ABalpapa|Dp,ABalpaap|ABalpapa|Dp,1
PHA_00025,ABarpap,72,73,6,0,3,3,ABarpap|ABarpppp|MSpppa,ABarpap|ABarpppp|MSpppa,1
PHA_00026,ABarpppp,72,73,6,0,3,3,ABarpap|ABarpppp|MSpppa,ABarpap|ABarpppp|MSpppa,1
PHA_00027,MSpppa,72,73,6,0,3,3,ABarpap|ABarpppp|MSpppa,ABarpap|ABarpppp|MSpppa,1
PHA_00028,Da,74,75,6,5,3,3,Cpapp|Da|Dp,Cpapp|Da|Dp,1
PHA_00029,Dp,74,75,6,5,3,3,Cpapp|Da|Dp,Cpapp|Da|Dp,1
PHA_00030,Cpapp,74,75,6,5,3,3,Cpapp|Da|Dp,Cpapp|Da|Dp,1
PHA_00031,ABprppa,75,76,6,2,3,3,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABaraaap|ABprppa,1
PHA_00032,ABalaapa,75,76,6,2,3,3,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABaraaap|ABprppa,1
PHA_00033,ABaraaap,75,76,6,2,3,3,ABalaapa|ABaraaap|ABprppa,ABalaapa|ABaraaap|ABprppa,1
PHA_00034,Eal,76,77,3,5,3,3,ABarppaa|Eal|MSapap,ABarppaa|Eal|MSapap,1
PHA_00035,ABarppaa,76,77,3,5,3,3,ABarppaa|Eal|MSapap,ABarppaa|Eal|MSapap,1
PHA_00036,MSapap,76,77,3,5,3,3,ABarppaa|Eal|MSapap,ABarppaa|Eal|MSapap,1
PHA_00037,MSpaa,79,80,1,2,3,3,ABarappp|MSappp|MSpaa,ABarappp|MSappp|MSpaa,1
PHA_00038,ABarappp,79,80,1,2,3,3,ABarappp|MSappp|MSpaa,ABarappp|MSappp|MSpaa,1
PHA_00039,MSappp,79,80,1,2,3,3,ABarappp|MSappp|MSpaa,ABarappp|MSappp|MSpaa,1
PHA_00040,Epl,80,81,16,12,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
PHA_00041,ABalappp,80,81,9,6,3,3,ABalappp|ABarpaapa|ABarppapp,ABalappp|ABarpaapa|ABarppapp,1
PHA_00042,ABarappa,80,81,18,7,3,3,ABarappa|ABplapaap|ABplppaap,ABarappa|ABplapaap|ABplppaap,1
PHA_00043,ABalpappp,80,81,16,12,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
PHA_00044,ABarpaapa,80,81,9,6,3,3,ABalappp|ABarpaapa|ABarppapp,ABalappp|ABarpaapa|ABarppapp,1
PHA_00045,ABplapaap,80,81,18,7,3,3,ABarappa|ABplapaap|ABplppaap,ABarappa|ABplapaap|ABplppaap,1
PHA_00046,MSaaap,80,81,16,12,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
PHA_00047,ABarppapp,80,81,9,6,3,3,ABalappp|ABarpaapa|ABarppapp,ABalappp|ABarpaapa|ABarppapp,1
PHA_00048,ABplppaap,80,81,18,7,3,3,ABarappa|ABplapaap|ABplppaap,ABarappa|ABplapaap|ABplppaap,1
PHA_00049,ABprapp,81,82,14,17,3,3,ABpraaaaa|ABpraaapa|ABprapp,ABpraaaaa|ABpraaapa|ABprapp,1
PHA_00050,Epl,81,82,12,11,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
PHA_00051,ABprppap,81,82,23,10,3,3,ABalaaaal|ABprppap|ABprpppa,ABalaaaal|ABprppap|ABprpppa,1
PHA_00052,ABprpppa,81,82,23,10,3,3,ABalaaaal|ABprppap|ABprpppa,ABalaaaal|ABprppap|ABprpppa,1
PHA_00053,ABalpappp,81,82,12,11,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
PHA_00054,ABpraaaaa,81,82,14,17,3,3,ABpraaaaa|ABpraaapa|ABprapp,ABpraaaaa|ABpraaapa|ABprapp,1
PHA_00055,ABpraaapa,81,82,14,17,3,3,ABpraaaaa|ABpraaapa|ABprapp,ABpraaaaa|ABpraaapa|ABprapp,1
PHA_00056,MSaaap,81,82,12,11,3,3,ABalpappp|Epl|MSaaap,ABalpappp|Epl|MSaaap,1
PHA_00057,ABalaaaal,81,82,23,10,3,3,ABalaaaal|ABprppap|ABprpppa,ABalaaaal|ABprppap|ABprpppa,1
PHA_00058,ABplpaa,82,83,0,1,3,3,ABarpaaap|ABplpaa|MSaaaap,ABarpaaap|ABplpaa|MSaaaap,1
PHA_00059,ABprppp,82,83,1,23,3,3,ABprppp|Cppap|Cpppa,ABprppp|Cppap|Cpppa,1
PHA_00060,ABplppap,82,83,9,12,3,3,ABarappap|ABplppap|ABpraapaa,ABarappap|ABplppap|ABpraapaa,1
PHA_00061,ABarappap,82,83,9,12,3,3,ABarappap|ABplppap|ABpraapaa,ABarappap|ABplppap|ABpraapaa,1
PHA_00062,ABpraapaa,82,83,9,12,3,3,ABarappap|ABplppap|ABpraapaa,ABarappap|ABplppap|ABpraapaa,1
PHA_00063,ABarpaaap,82,83,0,1,3,3,ABarpaaap|ABplpaa|MSaaaap,ABarpaaap|ABplpaa|MSaaaap,1
PHA_00064,MSaaaap,82,83,0,1,3,3,ABarpaaap|ABplpaa|MSaaaap,ABarpaaap|ABplpaa|MSaaaap,1
PHA_00065,Cppap,82,83,1,23,3,3,ABprppp|Cppap|Cpppa,ABprppp|Cppap|Cpppa,1
PHA_00066,Cpppa,82,83,1,23,3,3,ABprppp|Cppap|Cpppa,ABprppp|Cppap|Cpppa,1
PHA_00067,ABplapaa,83,84,10,21,3,3,ABalppaap|ABplapaa|MSapaa,ABalppaap|ABplapaa|MSapaa,1
PHA_00068,ABplppap,83,84,12,16,3,3,ABarappap|ABplppap|ABpraapaa,ABarappap|ABplppap|ABpraapaa,1
PHA_00069,ABpraapa,83,84,13,17,3,3,ABplappaa|ABplppapp|ABpraapa,ABplappaa|ABplppapp|ABpraapa,1
PHA_00070,ABalppaap,83,84,10,21,3,3,ABalppaap|ABplapaa|MSapaa,ABalppaap|ABplapaa|MSapaa,1
PHA_00071,ABarappap,83,84,12,16,3,3,ABarappap|ABplppap|ABpraapaa,ABarappap|ABplppap|ABpraapaa,1
PHA_00072,ABplappaa,83,84,13,17,3,3,ABplappaa|ABplppapp|ABpraapa,ABplappaa|ABplppapp|ABpraapa,1
PHA_00073,ABplppapp,83,84,13,17,3,3,ABplappaa|ABplppapp|ABpraapa,ABplappaa|ABplppapp|ABpraapa,1
PHA_00074,ABpraapaa,83,84,12,16,3,3,ABarappap|ABplppap|ABpraapaa,ABarappap|ABplppap|ABpraapaa,1
PHA_00075,MSapaa,83,84,10,21,3,3,ABalppaap|ABplapaa|MSapaa,ABalppaap|ABplapaa|MSapaa,1
PHA_00076,ABalapap,84,85,9,18,5,5,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,1
PHA_00077,ABalppaa,84,85,10,17,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00078,ABaraaap,84,85,9,18,5,5,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,1
PHA_00079,ABalaaaar,84,85,10,17,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00080,ABalpaaaa,84,85,10,17,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00081,ABalppapp,84,85,9,18,5,5,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,1
PHA_00082,ABalpppap,84,85,9,18,5,5,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,1
PHA_00083,ABplpaaaa,84,85,9,18,5,5,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,ABalapap|ABalppapp|ABalpppap|ABaraaap|ABplpaaaa,1
PHA_00084,ABprpaa,85,86,8,5,5,5,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,1
PHA_00085,Epr,85,86,8,5,5,5,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,1
PHA_00086,ABalppaa,85,86,17,10,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00087,ABalpppp,85,86,8,5,5,5,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,1
PHA_00088,ABplappa,85,86,8,5,5,5,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,1
PHA_00089,ABalaaaar,85,86,17,10,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00090,ABalpaaaa,85,86,17,10,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00091,MSpaaap,85,86,8,5,5,5,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,ABalpppp|ABplappa|ABprpaa|Epr|MSpaaap,1
PHA_00092,ABalppaa,86,87,10,11,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00093,ABplppap,86,87,12,13,3,3,ABarappap|ABplppap|ABpraaapp,ABarappap|ABplppap|ABpraaapp,1
PHA_00094,ABalaaaar,86,87,10,11,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00095,ABalpaaaa,86,87,10,11,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00096,ABarappap,86,87,12,13,3,3,ABarappap|ABplppap|ABpraaapp,ABarappap|ABplppap|ABpraaapp,1
PHA_00097,ABpraaapp,86,87,12,13,3,3,ABarappap|ABplppap|ABpraaapp,ABarappap|ABplppap|ABpraaapp,1
PHA_00098,MSppa,87,88,6,4,3,3,ABarpaapa|MSaappp|MSppa,ABarpaapa|MSaappp|MSppa,1
PHA_00099,ABalppaa,87,88,11,12,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00100,ABalaaaar,87,88,11,12,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00101,ABalappaa,87,88,14,23,3,3,ABalappaa|ABaraaaap|MSaaaaa,ABalappaa|ABaraaaap|MSaaaaa,1
PHA_00102,ABalpaaaa,87,88,11,12,3,3,ABalaaaar|ABalpaaaa|ABalppaa,ABalaaaar|ABalpaaaa|ABalppaa,1
PHA_00103,ABaraaaap,87,88,14,23,3,3,ABalappaa|ABaraaaap|MSaaaaa,ABalappaa|ABaraaaap|MSaaaaa,1
PHA_00104,ABarpaapa,87,88,6,4,3,3,ABarpaapa|MSaappp|MSppa,ABarpaapa|MSaappp|MSppa,1
PHA_00105,MSaaaaa,87,88,14,23,3,3,ABalappaa|ABaraaaap|MSaaaaa,ABalappaa|ABaraaaap|MSaaaaa,1
PHA_00106,MSaappp,87,88,6,4,3,3,ABarpaapa|MSaappp|MSppa,ABarpaapa|MSaappp|MSppa,1
PHA_00107,ABpraaa,88,89,26,3,3,3,ABarppppa|ABpraaa|MSppaap,ABarppppa|ABpraaa|MSppaap,1
PHA_00108,Cpap,88,89,6,8,3,3,ABaraappa|Cpap|MSpaaaa,ABaraappa|Cpap|MSpaaaa,1
PHA_00109,ABalapppp,88,89,16,17,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00110,ABaraappa,88,89,6,8,3,3,ABaraappa|Cpap|MSpaaaa,ABaraappa|Cpap|MSpaaaa,1
PHA_00111,ABarppppa,88,89,26,3,3,3,ABarppppa|ABpraaa|MSppaap,ABarppppa|ABpraaa|MSppaap,1
PHA_00112,ABplaappa,88,89,20,22,3,3,ABplaappa|ABplapaaa|ABplpaapp,ABplaappa|ABplapaaa|ABplpaapp,1
PHA_00113,ABplapaaa,88,89,20,22,3,3,ABplaappa|ABplapaaa|ABplpaapp,ABplaappa|ABplapaaa|ABplpaapp,1
PHA_00114,ABplpaapp,88,89,20,22,3,3,ABplaappa|ABplapaaa|ABplpaapp,ABplaappa|ABplapaaa|ABplpaapp,1
PHA_00115,MSpaaaa,88,89,6,8,3,3,ABaraappa|Cpap|MSpaaaa,ABaraappa|Cpap|MSpaaaa,1
PHA_00116,MSpaapp,88,89,16,17,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00117,MSpapaa,88,89,16,17,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00118,Eara,88,89,16,17,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00119,MSppaap,88,89,26,3,3,3,ABarppppa|ABpraaa|MSppaap,ABarppppa|ABpraaa|MSppaap,1
PHA_00120,ABplpap,89,90,23,21,3,3,ABplpap|Epla|MSaappp,ABplpap|Epla|MSaappp,1
PHA_00121,MSaap,89,90,5,7,3,3,ABplaappp|ABplppapa|MSaap,ABplaappp|ABplppapa|MSaap,1
PHA_00122,Eal,89,90,26,25,3,3,Eal|MSapppa|MSpaap,Eal|MSapppa|MSpaap,1
PHA_00123,MSpaap,89,90,26,25,3,3,Eal|MSapppa|MSpaap,Eal|MSapppa|MSpaap,1
PHA_00124,ABalapppp,89,90,17,23,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00125,ABarppaaa,89,90,18,22,3,3,ABarppaaa|Ealp|MSappaa,ABarppaaa|Ealp|MSappaa,1
PHA_00126,ABplaappp,89,90,5,7,3,3,ABplaappp|ABplppapa|MSaap,ABplaappp|ABplppapa|MSaap,1
PHA_00127,ABplppapa,89,90,5,7,3,3,ABplaappp|ABplppapa|MSaap,ABplaappp|ABplppapa|MSaap,1
PHA_00128,MSaappp,89,90,23,21,3,3,ABplpap|Epla|MSaappp,ABplpap|Epla|MSaappp,1
PHA_00129,MSpaapp,89,90,17,23,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00130,MSpapaa,89,90,17,23,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00131,Ealp,89,90,18,22,3,3,ABarppaaa|Ealp|MSappaa,ABarppaaa|Ealp|MSappaa,1
PHA_00132,Eara,89,90,17,23,4,4,ABalapppp|Eara|MSpaapp|MSpapaa,ABalapppp|Eara|MSpaapp|MSpapaa,1
PHA_00133,Epla,89,90,23,21,3,3,ABplpap|Epla|MSaappp,ABplpap|Epla|MSaappp,1
PHA_00134,Eprp,89,90,25,24,3,3,Cppaa|Dpp|Eprp,Cppaa|Dpp|Eprp,1
PHA_00135,Cppaa,89,90,25,24,3,3,Cppaa|Dpp|Eprp,Cppaa|Dpp|Eprp,1
PHA_00136,Dpp,89,90,25,24,3,3,Cppaa|Dpp|Eprp,Cppaa|Dpp|Eprp,1
PHA_00137,MSappaa,89,90,18,22,3,3,ABarppaaa|Ealp|MSappaa,ABarppaaa|Ealp|MSappaa,1
PHA_00138,MSapppa,89,90,26,25,3,3,Eal|MSapppa|MSpaap,Eal|MSapppa|MSpaap,1
PHA_00139,ABplapaa,90,91,1,3,3,3,ABplapaa|ABprappap|ABprpppap,ABplapaa|ABprappap|ABprpppap,1
PHA_00140,MSaaa,90,91,6,18,3,3,ABplapapa|ABplpppaa|MSaaa,ABplapapa|ABplpppaa|MSaaa,1
PHA_00141,ABplapapa,90,91,6,18,3,3,ABplapapa|ABplpppaa|MSaaa,ABplapapa|ABplpppaa|MSaaa,1
PHA_00142,ABplpppaa,90,91,6,18,3,3,ABplapapa|ABplpppaa|MSaaa,ABplapapa|ABplpppaa|MSaaa,1
PHA_00143,ABprappap,90,91,1,3,3,3,ABplapaa|ABprappap|ABprpppap,ABplapaa|ABprappap|ABprpppap,1
PHA_00144,ABprpppap,90,91,1,3,3,3,ABplapaa|ABprappap|ABprpppap,ABplapaa|ABprappap|ABprpppap,1
PHA_00145,MSaaa,91,92,18,4,3,3,ABplapapa|ABplpppaa|MSaaa,ABplapapa|ABplpppaa|MSaaa,1
PHA_00146,ABalappaa,91,92,20,13,3,3,ABalappaa|ABaraapaa|MSaaaaa,ABalappaa|ABaraapaa|MSaaaaa,1
PHA_00147,ABaraapaa,91,92,20,13,3,3,ABalappaa|ABaraapaa|MSaaaaa,ABalappaa|ABaraapaa|MSaaaaa,1
PHA_00148,ABplapapa,91,92,18,4,3,3,ABplapapa|ABplpppaa|MSaaa,ABplapapa|ABplpppaa|MSaaa,1
PHA_00149,ABplpppaa,91,92,18,4,3,3,ABplapapa|ABplpppaa|MSaaa,ABplapapa|ABplpppaa|MSaaa,1
PHA_00150,MSaaaaa,91,92,20,13,3,3,ABalappaa|ABaraapaa|MSaaaaa,ABalappaa|ABaraapaa|MSaaaaa,1
PHA_00151,ABprpaap,92,93,1,4,4,4,ABalapppa|ABprpaap|Epr|MSpaapa,ABalapppa|ABprpaap|Epr|MSpaapa,1
PHA_00152,Epr,92,93,1,4,4,4,ABalapppa|ABprpaap|Epr|MSpaapa,ABalapppa|ABprpaap|Epr|MSpaapa,1
PHA_00153,Cpap,92,93,8,12,3,3,ABalppap|ABaraaaap|Cpap,ABalppap|ABaraaaap|Cpap,1
PHA_00154,ABalppap,92,93,8,12,3,3,ABalppap|ABaraaaap|Cpap,ABalppap|ABaraaaap|Cpap,1
PHA_00155,ABalapppa,92,93,1,4,4,4,ABalapppa|ABprpaap|Epr|MSpaapa,ABalapppa|ABprpaap|Epr|MSpaapa,1
PHA_00156,ABaraaaap,92,93,8,12,3,3,ABalppap|ABaraaaap|Cpap,ABalppap|ABaraaaap|Cpap,1
PHA_00157,MSpaapa,92,93,1,4,4,4,ABalapppa|ABprpaap|Epr|MSpaapa,ABalapppa|ABprpaap|Epr|MSpaapa,1
PHA_00158,ABaraapp,93,94,18,1,3,3,ABaraapp|Dap|MSppap,ABaraapp|Dap|MSppap,1
PHA_00159,MSppap,93,94,18,1,3,3,ABaraapp|Dap|MSppap,ABaraapp|Dap|MSppap,1
PHA_00160,Dap,93,94,18,1,3,3,ABaraapp|Dap|MSppap,ABaraapp|Dap|MSppap,1
PHA_00161,ABprappa,95,96,3,9,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00162,Cpaa,95,96,3,9,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00163,Dp,95,96,7,10,3,3,ABalaaaal|ABalpaapa|Dp,ABalaaaal|ABalpaapa|Dp,1
PHA_00164,ABalaaaal,95,96,7,10,3,3,ABalaaaal|ABalpaapa|Dp,ABalaaaal|ABalpaapa|Dp,1
PHA_00165,ABalpaapa,95,96,7,10,3,3,ABalaaaal|ABalpaapa|Dp,ABalaaaal|ABalpaapa|Dp,1
PHA_00166,ABarapppp,95,96,10,12,4,4,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,1
PHA_00167,ABplapapa,95,96,11,13,3,3,ABplapapa|ABplappap|ABplpppap,ABplapapa|ABplappap|ABplpppap,1
PHA_00168,ABplappap,95,96,11,13,3,3,ABplapapa|ABplappap|ABplpppap,ABplapapa|ABplappap|ABplpppap,1
PHA_00169,ABplpppap,95,96,11,13,3,3,ABplapapa|ABplappap|ABplpppap,ABplapapa|ABplappap|ABplpppap,1
PHA_00170,ABpraaaaa,95,96,3,9,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00171,ABpraaapp,95,96,10,12,4,4,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,1
PHA_00172,ABpraapaa,95,96,10,12,4,4,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,1
PHA_00173,ABprpaaaa,95,96,10,12,4,4,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,ABarapppp|ABpraaapp|ABpraapaa|ABprpaaaa,1
PHA_00174,ABarppaa,96,97,1,2,3,3,ABarppaa|ABplapap|ABprapaap,ABarppaa|ABplapap|ABprapaap,1
PHA_00175,ABplapap,96,97,1,2,3,3,ABarppaa|ABplapap|ABprapaap,ABarppaa|ABplapap|ABprapaap,1
PHA_00176,ABprappa,96,97,9,8,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00177,MSapp,96,97,7,6,3,3,ABplpappa|MSapp|MSappaa,ABplpappa|MSapp|MSappaa,1
PHA_00178,Cpaa,96,97,9,8,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00179,Dp,96,97,10,9,3,3,ABalaaaal|ABalpaapa|Dp,ABalaaaal|ABalpaapa|Dp,1
PHA_00180,ABalaaaal,96,97,10,9,3,3,ABalaaaal|ABalpaapa|Dp,ABalaaaal|ABalpaapa|Dp,1
PHA_00181,ABalpaapa,96,97,10,9,3,3,ABalaaaal|ABalpaapa|Dp,ABalaaaal|ABalpaapa|Dp,1
PHA_00182,ABplpappa,96,97,7,6,3,3,ABplpappa|MSapp|MSappaa,ABplpappa|MSapp|MSappaa,1
PHA_00183,ABpraaaaa,96,97,9,8,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00184,ABprapaap,96,97,1,2,3,3,ABarppaa|ABplapap|ABprapaap,ABarppaa|ABplapap|ABprapaap,1
PHA_00185,MSappaa,96,97,7,6,3,3,ABplpappa|MSapp|MSappaa,ABplpappa|MSapp|MSappaa,1
PHA_00186,ABplaaap,97,98,3,2,5,5,ABplaaap|ABplapaa|ABprapapa|ABprappap|ABprpppap,ABplaaap|ABplapaa|ABprapapa|ABprappap|ABprpppap,1
PHA_00187,ABplapaa,97,98,3,2,5,5,ABplaaap|ABplapaa|ABprapapa|ABprappap|ABprpppap,ABplaaap|ABplapaa|ABprapapa|ABprappap|ABprpppap,1
PHA_00188,ABprappa,97,98,8,14,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00189,ABprpaaa,97,98,4,5,3,3,ABarpappa|ABprpaaa|MSpppaa,ABarpappa|ABprpaaa|MSpppaa,1
PHA_00190,ABprpppa,97,98,5,7,4,4,ABalaaapp|ABalaapaa|ABprpppa|Cppa,ABalaaapp|ABalaapaa|ABprpppa|Cppa,1
PHA_00191,Eprp,97,98,7,13,3,3,ABaraappa|ABarapaap|Eprp,ABaraappa|ABarapaap|Eprp,1
PHA_00192,Cpaa,97,98,8,14,3,3,ABpraaaaa|ABprappa|Cpaa,ABpraaaaa|ABprappa|Cpaa,1
PHA_00193,Cppa,97,98,5,7,4,4,ABalaaapp|ABalaapaa|ABprpppa|Cppa,ABalaaapp|ABalaapaa|ABprpppa|Cppa,1
PHA_00194,ABalaaapp,97,98,5,7,4,4,ABalaaapp|ABalaapaa|ABprpppa|Cppa,ABalaaapp|ABalaapaa|ABprpppa|Cppa,1
PHA_00195,ABalaapaa,97,98,5,7,4,4,ABalaaapp|ABalaapaa|ABprpppa|Cppa,ABalaaapp|ABalaapaa|ABprpppa|Cppa,1
PHA_00196,ABalpaaap,97,98,10,16,3,3,ABalpaaap|ABaraapaa|MSaaaaa,ABalpaaap|ABaraapaa|MSaaaaa,1
